"","ID2003_d","Area2003","VCA","HKD","HKD_Sisa","HKDPer_2","HKDII","HKDII_tdklnjt","HKDII_tdkcair","YearI","YearII","YearIII","YearIV","Combined.Boundary","year","AreaForLoss","PxlKSNPLoss","PxlAllLoss","KSNP_AreaForLoss_Ha1","KSNP_AreaForLoss_Ha2","All_AreaForLoss_Ha","nonKSNP_AreaForLoss_Ha","year_vca","HKDI","did1","did2","did3","did4","did5","did6"
"73",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2009,9.3125e-06,149,2523,12.6997263125,13.41,227.07,213.66,1,0,0,0,0,0,0,0
"74",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2010,9.6875e-06,155,2434,13.2111246875,13.95,219.06,205.11,1,0,0,0,0,0,0,0
"75",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2011,1.375e-05,220,1662,18.75127375,19.8,149.58,129.78,1,0,0,0,0,0,0,0
"76",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2012,7.75e-06,124,2107,10.56889975,11.16,189.63,178.47,1,0,0,0,0,0,0,0
"77",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2013,3.5e-06,56,966,4.7730515,5.04,86.94,81.9,1,0,0,0,0,0,0,0
"78",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2014,7.8125e-06,125,762,10.6541328125,11.25,68.58,57.33,1,0,0,0,0,0,0,0
"79",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2015,1.5375e-05,245,665,20.967333375,22.05,59.85,37.8,1,0,0,0,0,0,0,0
"80",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2016,1.61875e-05,259,1434,22.0753631875,23.31,129.06,105.75,1,0,0,0,0,0,0,0
"81",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2001,2.1875e-06,35,246,2.9831571875,3.15,22.14,18.99,0,0,0,0,0,0,0,0
"82",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2002,1.1875e-06,19,293,1.6194281875,1.71,26.37,24.66,0,0,0,0,0,0,0,0
"83",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2003,2.5e-07,4,395,0.34093225,0.36,35.55,35.19,0,0,0,0,0,0,0,0
"84",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2004,7.5e-07,12,366,1.02279675,1.08,32.94,31.86,1,0,0,0,0,0,0,0
"85",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2005,1.5e-06,24,891,2.0455935,2.16,80.19,78.03,1,0,0,0,0,0,0,0
"86",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2006,3.5625e-06,58,1503,4.8582845625,5.22,135.27,130.05,1,0,0,0,0,0,0,0
"87",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2007,3.125e-06,50,932,4.261653125,4.5,83.88,79.38,1,0,0,0,0,0,0,0
"88",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2008,1.25e-07,2,1146,0.170466125,0.18,103.14,102.96,1,0,0,0,0,0,0,0
"89",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2009,0,0,635,0,0,57.15,57.15,1,0,0,0,0,0,0,0
"90",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2010,2.5e-07,4,832,0.34093225,0.36,74.88,74.52,1,0,0,0,0,0,0,0
"91",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2011,4.5e-06,72,1340,6.1367805,6.48,120.6,114.12,1,0,0,0,0,0,0,0
"92",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2012,9.8125e-06,154,2414,13.3815908125,13.86,217.26,203.4,1,0,0,0,0,0,0,0
"93",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2013,1.4e-05,224,861,19.092206,20.16,77.49,57.33,1,0,0,0,0,0,0,0
"94",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2014,3.0125e-05,482,1156,41.082336125,43.38,104.04,60.66,1,0,0,0,0,0,0,0
"95",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2015,2.875e-06,47,204,3.920720875,4.23,18.36,14.13,1,0,0,0,0,0,0,0
"96",1302040002,296320472,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2016,2.625e-06,42,709,3.579788625,3.78,63.81,60.03,1,0,0,0,0,0,0,0
"97",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2001,1.875e-07,3,323,0.2556991875,0.27,29.07,28.8,0,0,0,0,0,0,0,0
"98",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2002,3.125e-07,5,737,0.4261653125,0.45,66.33,65.88,0,0,0,0,0,0,0,0
"99",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2003,6.25e-08,1,628,0.0852330625,0.09,56.52,56.43,0,0,0,0,0,0,0,0
"100",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2004,2.5e-07,4,1215,0.34093225,0.36,109.35,108.99,1,0,0,0,0,0,0,0
"101",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2005,8.75e-07,14,1537,1.193262875,1.26,138.33,137.07,1,0,0,0,0,0,0,0
"102",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2006,1.25e-07,2,2551,0.170466125,0.18,229.59,229.41,1,0,0,0,0,0,0,0
"103",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2007,2.5e-07,4,1344,0.34093225,0.36,120.96,120.6,1,0,0,0,0,0,0,0
"104",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2008,6.25e-08,1,3133,0.0852330625,0.09,281.97,281.88,1,0,0,0,0,0,0,0
"105",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2009,1.875e-07,3,1045,0.2556991875,0.27,94.05,93.78,1,0,0,0,0,0,0,0
"106",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2010,2.875e-06,46,1880,3.920720875,4.14,169.2,165.06,1,0,0,0,0,0,0,0
"107",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2011,2.5e-06,40,2157,3.4093225,3.6,194.13,190.53,1,0,0,0,0,0,0,0
"108",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2012,7.625e-06,125,2430,10.398433625,11.25,218.7,207.45,1,0,0,0,0,0,0,0
"109",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2013,6.25e-08,1,683,0.0852330625,0.09,61.47,61.38,1,0,0,0,0,0,0,0
"110",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2014,3.75e-07,6,648,0.511398375,0.54,58.32,57.78,1,0,0,0,0,0,0,0
"111",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2015,8.125e-07,13,435,1.1080298125,1.17,39.15,37.98,1,0,0,0,0,0,0,0
"112",1302050002,532391925,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2016,1.7625e-05,282,1368,24.035723625,25.38,123.12,97.74,1,0,0,0,0,0,0,0
"113",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2001,1.29375e-05,207,264,17.6432439375,18.63,23.76,5.13,0,0,0,0,0,0,0,0
"114",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2002,4.9375e-06,79,159,6.7334119375,7.11,14.31,7.2,0,0,0,0,0,0,0,0
"115",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2003,3.6875e-06,59,126,5.0287506875,5.31,11.34,6.03,0,0,0,0,0,0,0,0
"116",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2004,4.6875e-06,75,410,6.3924796875,6.75,36.9,30.15,1,0,0,0,0,0,0,0
"117",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2005,1.45625e-05,233,888,19.8593035625,20.97,79.92,58.95,1,0,0,0,0,0,0,0
"118",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2006,2.71875e-05,427,985,37.0763821875,38.43,88.65,50.22,1,0,0,0,0,0,0,0
"119",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2007,9.8125e-06,155,468,13.3815908125,13.95,42.12,28.17,1,0,0,0,0,0,0,0
"120",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2008,5.36875e-05,850,3385,73.2152006875,76.5,304.65,228.15,1,0,0,0,0,0,0,0
"121",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2009,4.45e-05,705,1401,60.6859405,63.45,126.09,62.64,1,0,0,0,0,0,0,0
"122",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2010,9.56875e-05,1505,2178,130.4918186875,135.45,196.02,60.57,1,0,0,0,0,0,0,0
"123",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2011,6.26875e-05,1002,1987,85.4887616875,90.18,178.83,88.65,1,0,0,0,0,0,0,0
"124",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2012,2.6125e-05,417,1065,35.627420125,37.53,95.85,58.32,1,0,0,0,0,0,0,0
"125",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2013,1.61875e-05,258,434,22.0753631875,23.22,39.06,15.84,1,0,0,0,0,0,0,0
"126",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2014,3.175e-05,507,664,43.29839575,45.63,59.76,14.13,1,0,0,0,0,0,0,0
"127",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2015,5.2375e-05,838,1116,71.425306375,75.42,100.44,25.02,1,0,0,0,0,0,0,0
"128",1302060001,467427421,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2016,0.0001153125,1845,2412,157.2550003125,166.05,217.08,51.03,1,0,0,0,0,0,0,0
"129",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2001,1.8125e-06,29,92,2.4717588125,2.61,8.28,5.67,0,0,0,0,0,0,0,0
"130",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2002,2.3125e-06,37,404,3.1536233125,3.33,36.36,33.03,0,0,0,0,0,0,0,0
"131",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2003,6.25e-07,10,297,0.852330625,0.9,26.73,25.83,0,0,0,0,0,0,0,0
"132",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2004,6.25e-07,10,563,0.852330625,0.9,50.67,49.77,1,0,1,2.5e+08,0,1,0,2.5e+08
"133",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2005,1.75e-06,28,695,2.38652575,2.52,62.55,60.03,1,0,1,2.5e+08,0,1,0,2.5e+08
"134",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2006,2.5e-06,40,1858,3.4093225,3.6,167.22,163.62,1,0,1,2.5e+08,0,1,0,2.5e+08
"135",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2007,4.5625e-06,73,428,6.2220135625,6.57,38.52,31.95,1,0,1,2.5e+08,0,1,0,2.5e+08
"136",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2008,2.625e-06,42,1149,3.579788625,3.78,103.41,99.63,1,0,1,2.5e+08,0,1,0,2.5e+08
"137",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2009,1.1875e-06,19,398,1.6194281875,1.71,35.82,34.11,1,0,1,2.5e+08,0,1,0,2.5e+08
"138",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2010,1.1875e-06,19,1230,1.6194281875,1.71,110.7,108.99,1,0,1,2.5e+08,0,1,0,2.5e+08
"139",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2011,2.95625e-05,471,3742,40.3152385625,42.39,336.78,294.39,1,0,1,2.5e+08,0,1,0,2.5e+08
"140",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2012,2.5875e-05,413,981,35.286487875,37.17,88.29,51.12,1,0,1,2.5e+08,0,1,0,2.5e+08
"141",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2013,6.375e-06,102,357,8.693772375,9.18,32.13,22.95,1,0,1,2.5e+08,0,1,0,2.5e+08
"142",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2014,8.75e-06,140,307,11.93262875,12.6,27.63,15.03,1,0,1,2.5e+08,0,1,0,2.5e+08
"143",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2015,8.0625e-06,129,286,10.9950650625,11.61,25.74,14.13,1,0,1,2.5e+08,0,1,0,2.5e+08
"144",1302060002,170555139,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2016,1.26875e-05,203,381,17.3023116875,18.27,34.29,16.02,1,0,1,2.5e+08,0,1,0,2.5e+08
"145",1302070001,131371771,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2001,3.80625e-05,609,1337,51.9069350625,54.81,120.33,65.52,0,0,0,0,0,0,0,0
"146",1302070001,131371771,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2002,4.0375e-05,646,1933,55.060558375,58.14,173.97,115.83,0,0,0,0,0,0,0,0
"147",1302070001,131371771,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2003,1.75e-05,280,687,23.8652575,25.2,61.83,36.63,0,0,0,0,0,0,0,0
