"","ID2003_d","mdvp","year","Area2003","ev_frac1","ev_frac2","PAs_MEAN","hhpop","prmmrkt","VCA.y","dstrds.y","HKD","HKDII","KSNP_AreaForLoss_Ha2_trunc","All_AreaForLoss_Ha_trunc","nonKSNP_AreaForLoss_Ha_trunc","weights_mah","weights_full","weights_gen"
"12",1302020001,0.183374541517986,2014,477010676,1,1,0.318071942366746,3774,0,1,5289.14359856483,499947021,1,120.42,4675.95,4555.53,1,1,1
"13",1302020001,NA,2003,477010676,1,1,NA,NA,NA,1,4970.51948540675,499947021,1,64.62,231.93,167.31,1,1,1
"14",1302020001,0.4444444,2006,477010676,1,1,0.3178463,5212,1,1,5057.4169708135,499947021,1,180.45,855.27,674.82,1,1,1
"15",1302020001,0.275036788103617,2011,477010676,1,1,0.317846315869362,7398,15,1,5202.24611315808,499947021,1,158.22,3326.4,3168.18,1,1,1
"16",1302030001,0.3333333,2006,976990574,1,1,0.3908351,5617,1,0,7420.33111874159,0,0,70.92,13783.14,13712.22,NA,0.895454545454546,NA
"17",1302030001,0.230228429654669,2014,976990574,1,1,0.391031914837901,7175,2,0,5438.18061039705,0,0,118.26,3844.35,3726.09,NA,0.895454545454546,NA
"18",1302030001,0.209540082519393,2011,976990574,1,1,0.390835045870659,10828,12,0,6181.48705102626,0,0,74.16,5399.55,5325.39,NA,0.895454545454546,NA
"19",1302030001,0.2222222,2008,976990574,1,1,0.3908351,10276,1,0,6924.79349165546,0,0,33.12,4391.55,4358.43,NA,0.895454545454546,NA
"20",1302030001,NA,2003,976990574,1,1,NA,NA,NA,0,8163.6375593708,0,0,35.91,3545.19,3509.28,NA,0.895454545454546,NA
"21",1302040001,NA,2003,255619988,1,1,NA,NA,NA,0,10890.1869704411,0,0,45.63,434.88,389.25,NA,0.358181818181818,NA
"22",1302040001,0.3333333,2006,255619988,1,1,0.5641644,4787,1,0,10301.7239408823,0,0,34.65,385.83,351.18,NA,0.358181818181818,NA
"23",1302040001,0.3333333,2011,255619988,1,1,0.5641644,6837,1,0,9320.95222495087,0,0,47.16,595.71,548.55,NA,0.358181818181818,NA
"24",1302040001,0.167359961331129,2014,255619988,1,1,0.56443588723067,6651,2,0,8732.48919539202,0,0,27.45,345.15,317.7,NA,0.358181818181818,NA
"25",1302040001,0.3333333,2008,255619988,1,1,0.5641644,5139,1,0,9909.41525450972,0,0,29.88,424.62,394.74,NA,0.358181818181818,NA
"26",1302040002,0.1666667,2006,296320472,1,1,0.6908915,4374,1,0,11905.8988493508,0,0,8.46,248.4,239.94,0.566037735849057,0.137762237762238,NA
"27",1302040002,0.1666667,2008,296320472,1,1,0.6908915,5725,1,0,11649.6017991343,0,0,4.68,187.02,182.34,0.566037735849057,0.137762237762238,NA
"28",1302040002,0.142626952242855,2011,296320472,1,1,0.690891504029064,3931,8,0,11265.1562238097,0,0,6.84,252.63,245.79,0.566037735849057,0.137762237762238,NA
"29",1302040002,NA,2003,296320472,1,1,NA,NA,NA,0,12290.3444246754,0,0,5.22,84.06,78.84,0.566037735849057,0.137762237762238,NA
"30",1302040002,0.199052868507487,2014,296320472,1,1,0.691151687304089,4364,2,0,10880.7106484851,0,0,77.4,398.79,321.39,0.566037735849057,0.137762237762238,NA
"31",1302050002,0.1666667,2008,532391925,1,1,0.7263588,6265,1,0,10447.6815516249,0,0,0.45,402.93,402.48,NA,0.223863636363636,NA
"32",1302050002,0.2333333,2011,532391925,1,1,0.7263593,6506,1,0,9906.01713348426,0,0,8.01,457.38,449.37,NA,0.223863636363636,NA
"33",1302050002,0.1666667,2006,532391925,1,1,0.7263588,5539,1,0,10808.7911637187,0,0,1.8,477.27,475.47,NA,0.223863636363636,NA
"34",1302050002,0.125881710678917,2014,532391925,1,1,0.72653765441918,7246,3,0,9364.3527153436,0,0,11.88,338.49,326.61,NA,0.223863636363636,NA
"35",1302050002,NA,2003,532391925,1,1,NA,NA,NA,0,11350.4555818593,0,0,0.81,151.92,151.11,NA,0.223863636363636,NA
"36",1302060001,0.1666667,2008,467427421,1,1,0.7944907,8308,1,0,9235.63392162436,0,0,90.45,346.77,256.32,1.69811320754717,3.58181818181818,1.56363636363636
"37",1302060001,0.204355629277547,2011,467427421,1,1,0.794490631163484,7959,6,0,8164.9166422335,0,0,289.08,500.94,211.86,1.69811320754717,3.58181818181818,1.56363636363636
"38",1302060001,NA,2003,467427421,1,1,NA,NA,NA,0,11020.1627206091,0,0,31.05,49.41,18.36,1.69811320754717,3.58181818181818,1.56363636363636
"39",1302060001,0.19235799280738,2014,467427421,1,1,0.794673379087414,9346,1,0,7094.19936284263,0,0,106.38,194.67,88.29,1.69811320754717,3.58181818181818,1.56363636363636
"40",1302060001,0.1666667,2006,467427421,1,1,0.7944907,4651,1,0,9949.44544121827,0,0,66.15,205.47,139.32,1.69811320754717,3.58181818181818,1.56363636363636
"41",1302060002,0.140121836116055,2011,170555139,1,1,0.52518734102416,5799,7,1,5934.28854417196,2.5e+08,1,45.81,483.3,437.49,1,1,1
"42",1302060002,0.115233625104043,2014,170555139,1,1,0.5255055048249,6792,2,1,4362.44360167341,2.5e+08,1,58.95,148.05,89.1,1,1,1
"43",1302060002,0.1666667,2006,170555139,1,1,0.5251873,6702,1,1,8554.03011500289,2.5e+08,1,7.02,280.44,273.42,1,1,1
"44",1302060002,NA,2003,170555139,1,1,NA,NA,NA,1,10125.8750575014,2.5e+08,1,6.84,71.37,64.53,1,1,1
"45",1302060002,0.1111111,2008,170555139,1,1,0.5251873,6043,1,1,7506.13348667052,2.5e+08,1,10.35,141.93,131.58,1,1,1
"46",1302070001,0.2222222,2008,131371771,0,0,0.3192778,3117,1,0,3810.96603254287,0,0,128.52,574.29,445.77,NA,0.447727272727273,0.781818181818182
"47",1302070001,0.1666667,2011,131371771,0,0,0.319277837361197,3567,3,0,2721.74029474644,0,0,1011.42,1636.92,625.5,NA,0.447727272727273,0.781818181818182
"48",1302070001,0.152243019072726,2014,131371771,0,0,0.319711112074014,3844,0,0,1632.51455695002,0,0,66.78,205.65,138.87,NA,0.447727272727273,0.781818181818182
"49",1302070001,0.2222222,2006,131371771,0,0,0.3192778,2579,1,0,4537.11652440715,0,0,244.71,1022.04,777.33,NA,0.447727272727273,0.781818181818182
"50",1302070001,NA,2003,131371771,0,0,0.3115968,2503,1,0,5626.34226220358,0,0,138.15,356.13,217.98,NA,0.447727272727273,0.781818181818182
"51",1302070002,0.2222222,2006,421458481,1,1,0.7816927,5789,1,1,4256.66499146776,2.5e+08,1,346.23,991.08,644.85,1,1,1
"52",1302070002,0.10533274501297,2014,421458481,1,1,0.781836076853866,8951,0,1,4838.32898009144,2.5e+08,1,144.18,261.9,117.72,1,1,1
"53",1302070002,NA,2003,421458481,1,1,NA,NA,NA,1,4038.54099573388,2.5e+08,1,85.86,344.43,258.57,1,1,1
"54",1302070002,0.1111111,2008,421458481,1,1,0.7816927,6330,1,1,4402.08098862368,2.5e+08,1,295.38,429.66,134.28,1,1,1
"55",1302070002,0.2777778,2011,421458481,1,1,0.7816927,10993,1,1,4620.20498435756,2.5e+08,1,209.79,516.33,306.54,1,1,1
"56",1302080001,0.393339087712249,2011,72521582,1,1,0.136284086883145,4629,5,0,1192.55732561906,0,0,4.05,388.89,384.84,2.83018867924528,1.79090909090909,2.34545454545455
"57",1302080001,0.1666667,2008,72521582,1,1,0.1362841,3462,1,0,1276.46560045022,0,0,2.25,180,177.75,2.83018867924528,1.79090909090909,2.34545454545455
"58",1302080001,0.2777778,2006,72521582,1,1,0.1362841,847,1,0,1332.40445033767,0,0,2.34,231.21,228.87,2.83018867924528,1.79090909090909,2.34545454545455
"59",1302080001,0.025336757582496,2014,72521582,1,1,0.13660172389676,4677,1,0,1108.64905078789,0,0,0.27,100.26,99.99,2.83018867924528,1.79090909090909,2.34545454545455
"60",1302080001,NA,2003,72521582,1,1,NA,NA,NA,0,1416.31272516883,0,0,1.08,90.45,89.37,2.83018867924528,1.79090909090909,2.34545454545455
"61",1302080002,0.2222222,2011,180501014,1,1,0.6325321,2604,2,0,4636.21986818628,0,0,22.95,240.39,217.44,4.24528301886792,10.7454545454545,1.56363636363636
"62",1302080002,0.2777778,2006,180501014,1,1,0.6325321,3409,1,0,5108.58992810161,0,0,4.41,262.26,257.85,4.24528301886792,10.7454545454545,1.56363636363636
"63",1302080002,0.1111111,2008,180501014,1,1,0.6325321,2189,2,0,4919.64190413547,0,0,4.59,212.49,207.9,4.24528301886792,10.7454545454545,1.56363636363636
"64",1302080002,0.191580876748042,2014,180501014,1,1,0.632947520878701,2881,0,0,4352.79783223708,0,0,18.45,61.02,42.57,4.24528301886792,10.7454545454545,1.56363636363636
"65",1302080002,NA,2003,180501014,1,1,NA,NA,NA,0,5392.0119640508,0,0,22.77,73.26,50.49,4.24528301886792,10.7454545454545,1.56363636363636
"66",1302080003,0.150910061409944,2014,26121972,1,1,0.0233912054084636,1227,0,0,941.396058989905,0,0,0,8.82,8.82,NA,0.397979797979798,NA
"67",1302080003,NA,2003,26121972,1,1,NA,NA,NA,0,2224.27415549784,0,0,0,34.92,34.92,NA,0.397979797979798,NA
"68",1302080003,0.1111111,2008,26121972,1,1,0.02317733,724,1,0,1641.14774799423,0,0,0,8.64,8.64,NA,0.397979797979798,NA
"69",1302080003,0.3,2011,26121972,1,1,0.02317733,1255,1,0,1291.27190349207,0,0,0,102.69,102.69,NA,0.397979797979798,NA
"70",1302080003,0.1111111,2006,26121972,1,1,0.02317733,2176,2,0,1874.39831099567,0,0,0,261.36,261.36,NA,0.397979797979798,NA
"71",1302090002,0,2014,37157036,0,0,0.613843873274802,4567,1,0,2685.32283644899,0,0,11.07,40.32,29.25,NA,0.895454545454546,0.781818181818182
"72",1302090002,0,2006,37157036,0,0,0.6150361,3438,1,0,3852.75092990671,0,0,2.61,20.43,17.82,NA,0.895454545454546,0.781818181818182
"73",1302090002,0,2003,37157036,0,0,0.6150361,2728,1,0,4290.53646495335,0,0,0.9,5.76,4.86,NA,0.895454545454546,0.781818181818182
"74",1302090002,0.05555556,2008,37157036,0,0,0.6150361,2684,1,0,3560.89390654228,0,0,0.9,16.74,15.84,NA,0.895454545454546,0.781818181818182
"75",1302090002,0.2222222,2011,37157036,0,0,0.6150361,4750,1,0,3123.10837149563,0,0,5.31,45.45,40.14,NA,0.895454545454546,0.781818181818182
"76",1302090003,0.1111111,2006,163053444,1,1,0.6718057,890,2,1,3012.94273362284,0,0,4.59,76.86,72.27,1,1,1
"77",1302090003,0.0843727197046876,2014,163053444,1,1,0.672245562944203,3501,1,1,3559.54237845328,0,0,4.05,57.69,53.64,1,1,1
"78",1302090003,0.1111111,2008,163053444,1,1,0.6718057,2328,1,1,3149.59264483045,0,0,1.71,54.99,53.28,1,1,1
"79",1302090003,0.2777778,2011,163053444,1,1,0.671802,2989,1,1,3354.56751164187,0,0,0.27,54.27,54,1,1,1
"80",1302090003,NA,2003,163053444,1,1,NA,NA,NA,1,2807.96786681142,0,0,7.02,44.1,37.08,1,1,1
"81",1302090004,0.2777778,2011,142934393,1,1,0.7907933,1235,2,1,4775.90352101655,0,0,25.29,137.97,112.68,1,1,1
"82",1302090004,0.1111111,2006,142934393,1,1,0.7907933,1941,1,1,5508.44601146357,0,0,20.88,119.79,98.91,1,1,1
"83",1302090004,0.1111111,2014,142934393,1,1,0.79090526274575,1755,0,1,4336.37802674834,0,0,36.45,110.16,73.71,1,1,1
"84",1302090004,NA,2003,142934393,1,1,NA,NA,NA,1,5947.97150573179,0,0,5.4,38.43,33.03,1,1,1
"85",1302090004,0.1666667,2008,142934393,1,1,0.7907933,1119,2,1,5215.42901528477,0,0,24.57,117,92.43,1,1,1
"86",1302100001,0.0473849960172238,2014,54758673,1,1,0.294646658832777,5290,1,0,1581.64125018567,0,0,43.29,241.2,197.91,NA,0.447727272727273,NA
"87",1302100001,0.05555556,2006,54758673,1,1,0.2948216,3577,1,0,1634.57310722243,0,0,7.11,64.71,57.6,NA,0.447727272727273,NA
"88",1302100001,0.19032329763434,2011,54758673,1,1,0.2948215812088,5190,2,0,1601.49069657446,0,0,0.27,18.81,18.54,NA,0.447727272727273,NA
"89",1302100001,0.01965305359025,2008,54758673,1,1,0.2948215812088,6072,2,0,1621.34014296324,0,0,0,23.22,23.22,NA,0.447727272727273,NA
"90",1302100001,NA,2003,54758673,1,1,NA,NA,NA,0,1654.42255361122,0,0,0,14.49,14.49,NA,0.447727272727273,NA
"91",1302100002,0.3333333,2006,65002517,0,0,0.6495382,2208,2,0,3273.48729954349,0,0,0,6.75,6.75,NA,0.716363636363636,NA
"92",1302100002,0.21509970156695,2008,65002517,0,0,0.64953822459564,2028,4,0,3357.30206605799,0,0,0,5.58,5.58,NA,0.716363636363636,NA
"93",1302100002,0.114040131744163,2014,65002517,0,0,0.64990168025926,6667,0,0,3608.74636560148,0,0,0,8.46,8.46,NA,0.716363636363636,NA
"94",1302100002,0.1666667,2011,65002517,0,0,0.64953822459564,2430,3,0,3483.02421582974,0,0,0,4.68,4.68,NA,0.716363636363636,NA
"95",1302100002,0.1666667,2003,65002517,0,0,0.6495382,2498,2,0,3147.76514977175,0,0,0,2.16,2.16,NA,0.716363636363636,NA
"96",1302100003,0.165463537986052,2014,57225984,1,1,0.380997276470553,3417,0,1,1542.93594243589,2.5e+08,1,0,8.46,8.46,1,1,1
"97",1302100003,0.1111111,2008,57225984,1,1,0.38047239241214,2675,3,1,1400.71325282051,2.5e+08,1,0.09,8.28,8.19,1,1,1
"98",1302100003,0.3333333,2006,57225984,1,1,0.3804724,1852,1,1,1353.30568961538,2.5e+08,1,0,9.54,9.54,1,1,1
"99",1302100003,NA,2003,57225984,1,1,NA,NA,NA,1,1282.19434480769,2.5e+08,1,0,4.68,4.68,1,1,1
"100",1302100003,0.230644791914304,2011,57225984,1,1,0.38047239241214,3174,2,1,1471.8245976282,2.5e+08,1,0,11.16,11.16,1,1,1
"101",1302100004,0.0989525676789568,2014,118789354,1,1,0.533570199610753,3002,0,1,1846.39653768147,2.5e+08,1,0,26.28,26.28,1,1,1
"102",1302100004,0.1626485392907,2011,118789354,1,1,0.5336095462642,2945,4,1,1812.37642246401,2.5e+08,1,0.27,43.56,43.29,1,1,1
"103",1302100004,NA,2003,118789354,1,1,NA,NA,NA,1,1721.65611521746,2.5e+08,1,0.36,7.65,7.29,1,1,1
"104",1302100004,0.1255203893052,2008,118789354,1,1,0.5336095462642,2749,4,1,1778.35630724655,2.5e+08,1,0.09,29.25,29.16,1,1,1
"105",1302100004,0.1111111,2006,118789354,1,1,0.5336096,2214,1,1,1755.67623043491,2.5e+08,1,0,50.22,50.22,1,1,1
"106",1303040001,0.1666667,2006,127433260,0,0,0.3991115,3744,1,1,2211.10007008458,499787161,1,0.54,9.18,8.64,NA,1,1
"107",1303040001,0.2777778,2014,127433260,0,0,0.3984689,4024,0,1,1870.19616353069,499787161,1,11.52,40.77,29.25,NA,1,1
"108",1303040001,0.3333333,2011,127433260,0,0,0.3991059,3678,1,1,1998.0351284884,499787161,1,2.43,13.14,10.71,NA,1,1
"109",1303040001,0.1666667,2003,127433260,0,0,0.2624936,1358,2,1,2338.93903504229,499787161,1,1.62,7.38,5.76,NA,1,1
"110",1303040001,0.1111111,2008,127433260,0,0,0.3991059,3816,1,1,2125.87409344611,499787161,1,0.45,8.01,7.56,NA,1,1
"111",1303040002,0.3,2011,106157345,0,0,0.5188077,1590,2,1,2280.12708377134,249938917,1,7.47,27.99,20.52,1,1,1
"112",1303040002,0.1666667,2006,106157345,0,0,0.5188077,1310,2,1,2185.30386387528,249938917,1,10.26,20.61,10.35,1,1,1
"113",1303040002,0.1666667,2003,106157345,0,0,0.3334351,3523,1,1,2128.40993193764,249938917,1,5.22,8.82,3.6,1,1,1
"114",1303040002,0.3333333,2008,106157345,0,0,0.5188077,1300,2,1,2223.2331518337,249938917,1,0.72,12.78,12.06,1,1,1
"115",1303040002,0.1111111,2014,106157345,0,0,0.5182287,1678,0,1,2337.02101570898,249938917,1,15.03,71.46,56.43,1,1,1
"116",1303050001,0.3888889,2003,32236598,0,0,0.07696817,2123,2,0,999.673698816978,0,0,1.17,2.34,1.17,NA,0.223863636363636,NA
"117",1303050001,0.3333333,2006,32236598,0,0,0.2983808,2123,2,0,870.995397633956,0,0,0.27,6.03,5.76,NA,0.223863636363636,NA
"118",1303050001,0.2777778,2011,32236598,0,0,0.2983808,4034,1,0,656.53156232892,0,0,1.53,3.33,1.8,NA,0.223863636363636,NA
"119",1303050001,0.05555556,2008,32236598,0,0,0.2983808,3350,1,0,785.209863511942,0,0,0,0.72,0.72,NA,0.223863636363636,NA
"120",1303050001,0.1666667,2014,32236598,0,0,0.2977613,4890,1,0,527.853261145898,0,0,3.24,4.32,1.08,NA,0.223863636363636,NA
"121",1303050004,0.4444444,2003,108229679,0,0,0.1902112,3453,1,0,1515.97596492858,0,0,21.96,33.21,11.25,5.66037735849057,14.3272727272727,0.781818181818182
"122",1303050004,0.3,2011,108229679,0,0,0.5267881,1899,1,0,1231.62653807146,0,0,26.82,62.01,35.19,5.66037735849057,14.3272727272727,0.781818181818182
"123",1303050004,0.2222222,2014,108229679,0,0,0.5260807,2107,0,0,1124.99550300004,0,0,30.24,111.15,80.91,5.66037735849057,14.3272727272727,0.781818181818182
"124",1303050004,0.1111111,2008,108229679,0,0,0.5267881,4008,2,0,1338.25757314288,0,0,6.03,22.23,16.2,5.66037735849057,14.3272727272727,0.781818181818182
"125",1303050004,0.3333333,2006,108229679,0,0,0.5267881,4000,2,0,1409.34492985716,0,0,26.64,66.06,39.42,5.66037735849057,14.3272727272727,0.781818181818182
"126",1303071002,0.1666667,2008,93353636,0,0,0.4777964,2003,1,0,1902.93936894968,0,0,0.09,30.96,30.87,NA,3.58181818181818,0.781818181818182
"127",1303071002,0.1111111,2006,93353636,0,0,0.4777964,2020,2,0,1854.44177671226,0,0,0,7.02,7.02,NA,3.58181818181818,0.781818181818182
"128",1303071002,0.05555556,2014,93353636,0,0,0.4767725,2222,1,0,2048.43214566194,0,0,0,9.81,9.81,NA,3.58181818181818,0.781818181818182
"129",1303071002,0.3888889,2003,93353636,0,0,0.4008021,2354,1,0,1781.69538835613,0,0,0,4.59,4.59,NA,3.58181818181818,0.781818181818182
"130",1303071002,0.3,2011,93353636,0,0,0.4777964,2422,1,0,1975.68575730581,0,0,0,30.69,30.69,NA,3.58181818181818,0.781818181818182
"131",1310010001,NA,2003,705814268,0,1,NA,NA,NA,1,6460.07505194805,249995420,1,88.02,373.77,285.75,NA,NA,NA
"132",1310010001,0.3333333,2006,705814268,0,1,0.5503783,3052,1,1,5658.60310389609,249995420,1,129.51,435.24,305.73,NA,NA,NA
"133",1310010001,0.3333333,2008,705814268,0,1,0.5503783,3831,1,1,5124.28847186146,249995420,1,101.97,295.29,193.32,NA,NA,NA
"134",1310010001,0.277333745480179,2011,705814268,0,1,0.550378350857503,10009,6,1,4322.8165238095,249995420,1,202.23,1013.4,811.17,NA,NA,NA
"135",1310010001,0.293468570095687,2014,705814268,0,1,0.550120790841077,10953,2,1,3521.34457575755,249995420,1,345.96,1302.84,956.88,NA,NA,NA
"136",1310030001,0.3888889,2006,183521713,1,1,0.09010975,1852,2,0,4158.32995638365,0,0,9.72,239.4,229.68,1.13207547169811,0.447727272727273,NA
"137",1310030001,0.2407248632363,2011,183521713,1,1,0.0901097470234911,2336,5,0,4070.87908670336,0,0,13.59,163.26,149.67,1.13207547169811,0.447727272727273,NA
"138",1310030001,0.36886047422506,2008,183521713,1,1,0.0901097385754972,2036,3,0,4123.34960851154,0,0,80.37,344.88,264.51,1.13207547169811,0.447727272727273,NA
"139",1310030001,0.072590483007998,2014,183521713,1,1,0.0898784329099609,2459,1,0,4018.40856489519,0,0,78.48,729.9,651.42,1.13207547169811,0.447727272727273,NA
"140",1310030001,NA,2003,183521713,1,1,NA,NA,NA,0,4210.80047819183,0,0,0.45,62.19,61.74,1.13207547169811,0.447727272727273,NA
"141",1310030003,0.2222222,2006,512598831,1,1,0.08708699,2591,2,0,2310.20462167862,0,0,168.03,5086.62,4918.59,NA,NA,NA
"142",1310030003,NA,2008,512598831,1,1,0.08708699583248,0,0,0,2068.16382890482,0,0,67.5,1528.38,1460.88,NA,NA,NA
"143",1310030003,NA,2003,512598831,1,1,0.04580411,NA,NA,0,2673.26581083931,0,0,8.46,3969.99,3961.53,NA,NA,NA
"144",1310030003,0.268595147885415,2011,512598831,1,1,0.0870869795844914,3964,4,0,1705.10263974413,0,0,67.32,2610.27,2542.95,NA,NA,NA
"145",1310030003,0.238620360838388,2014,512598831,1,1,0.0868846010929621,5773,0,0,1342.04145058344,0,0,166.05,3950.1,3784.05,NA,NA,NA
"146",1310040001,0.2222222,2006,301793042,1,1,0.4689234,955,2,1,4878.49646243168,249999995,1,4.77,88.38,83.61,1,1,1
"147",1310040001,0.2661746283192,2014,301793042,1,1,0.468496825623687,6526,0,1,3983.95841234059,249999995,1,28.17,262.62,234.45,1,1,1
"148",1310040001,0.05555556,2008,301793042,1,1,0.468923463342832,1575,2,1,4654.86194990891,249999995,1,4.23,87.21,82.98,1,1,1
"149",1310040001,NA,2003,301793042,1,1,NA,NA,NA,1,5213.94823121584,249999995,1,2.88,32.04,29.16,1,1,1
"150",1310040001,0.348181285055,2011,301793042,1,1,0.46892203929984,6818,11,1,4319.41018112475,249999995,1,8.55,151.29,142.74,1,1,1
"151",1310040004,NA,2003,56127136,1,1,0.7192887,NA,NA,0,4401.50742471517,0,0,0.45,0.81,0.36,1.13207547169811,1.79090909090909,2.34545454545455
"152",1310040004,0.1111111,2008,56127136,1,1,0.9189904,1224,2,0,4200.11979924045,0,0,1.26,1.62,0.36,1.13207547169811,1.79090909090909,2.34545454545455
"153",1310040004,0.284663716486162,2011,56127136,1,1,0.91900517275144,1662,6,0,4079.28722395562,0,0,1.26,4.05,2.79,1.13207547169811,1.79090909090909,2.34545454545455
"154",1310040004,NA,2006,56127136,1,1,0.9189904,0,0,0,4280.67484943034,0,0,1.8,3.87,2.07,1.13207547169811,1.79090909090909,2.34545454545455
"155",1310040004,0.17869219634849,2014,56127136,1,1,0.91826755862624,1774,0,0,3958.45464867079,0,0,3.24,5.13,1.89,1.13207547169811,1.79090909090909,2.34545454545455
"156",1310040005,0,2008,111708302,1,1,0.1558938,2515,1,0,6540.15796424998,0,0,1.53,10.8,9.27,NA,0.397979797979798,0.781818181818182
"157",1310040005,0.19309434506499,2011,111708302,1,1,0.155886932111996,2650,5,0,6578.19720084372,0,0,1.08,20.16,19.08,NA,0.397979797979798,0.781818181818182
"158",1310040005,NA,2003,111708302,1,1,0.1019714,NA,NA,0,6476.75923659374,0,0,0,5.58,5.58,NA,0.397979797979798,0.781818181818182
"159",1310040005,NA,2006,111708302,1,1,0.1558938,0,0,0,6514.79847318749,0,0,0.36,9.9,9.54,NA,0.397979797979798,0.781818181818182
"160",1310040005,0.121929042380953,2014,111708302,1,1,0.155749682589645,3297,1,0,6616.23643743746,0,0,2.07,23.4,21.33,NA,0.397979797979798,0.781818181818182
"161",1310050001,0.29286741072308,2011,829493548,0,1,0.221178868821473,6334,5,1,6356.39825746749,485518820,1,102.15,261.63,159.48,NA,NA,NA
"162",1310050001,0.20343305283461,2014,829493548,0,1,0.220964501783162,7185,1,1,7127.61760041317,485518820,1,46.62,181.08,134.46,NA,NA,NA
"163",1310050001,0.13683860999514,2008,829493548,0,1,0.221178868821473,5487,5,1,5585.17891452181,485518820,1,41.22,140.13,98.91,NA,NA,NA
"164",1310050001,NA,2003,829493548,0,1,NA,NA,NA,1,4299.81334294568,485518820,1,24.93,62.37,37.44,NA,NA,NA
"165",1310050001,0.1111111,2006,829493548,0,1,0.2211784,4852,1,1,5071.03268589136,485518820,1,66.06,179.37,113.31,NA,NA,NA
"166",1311010001,0.1666667,2006,314173877,1,1,0.1490296,1475,2,1,4572.31935926871,2.5e+08,0,60.93,818.19,757.26,1,1,1
"167",1311010001,NA,2003,314173877,1,1,NA,NA,NA,1,4930.70117963436,2.5e+08,0,28.89,616.68,587.79,1,1,1
"168",1311010001,0.5555556,2008,314173877,1,1,0.1490296,3371,1,1,4333.39814569162,2.5e+08,0,37.44,1008.72,971.28,1,1,1
"169",1311010001,0.196327869006871,2014,314173877,1,1,0.148802348433174,2345,0,1,3616.63450496033,2.5e+08,0,20.7,1761.03,1740.33,1,1,1
"170",1311010001,0.428520878363546,2011,314173877,1,1,0.149029607248572,2041,8,1,3975.01632532598,2.5e+08,0,28.62,918.54,889.92,1,1,1
"171",1501010001,0.05555556,2011,54966084,1,1,0.9896519,284,2,0,5307.63418742722,0,0,0.45,13.5,13.05,2.83018867924528,0.895454545454546,0.781818181818182
"172",1501010001,0.1666667,2006,54966084,1,1,0.9896519,264,2,0,4070.10364768758,0,0,0,4.5,4.5,2.83018867924528,0.895454545454546,0.781818181818182
"173",1501010001,0.3333333,2003,54966084,1,1,0.8840587,242,2,0,3327.58532384379,0,0,0,8.19,8.19,2.83018867924528,0.895454545454546,0.781818181818182
"174",1501010001,0.1111111,2008,54966084,1,1,0.9896519,284,2,0,4565.11586358344,0,0,0,0.81,0.81,2.83018867924528,0.895454545454546,0.781818181818182
"175",1501010001,0.1527777625,2014,54966084,1,1,0.989521555200672,400,0,0,6050.15251127101,0,0,0.54,39.42,38.88,2.83018867924528,0.895454545454546,0.781818181818182
"176",1501010002,0.05555556,2011,73344691,0,0,0.9988712,247,2,0,3469.51157164193,0,0,0.9,30.24,29.34,1.13207547169811,0.716363636363636,NA
"177",1501010002,0.1666667,2003,73344691,0,0,0.8117983,231,2,0,3078.16279226598,0,0,0.18,20.97,20.79,1.13207547169811,0.716363636363636,NA
